ticker,price,avg_share_volume20,avg_dollar_volume20,median_dollar_volume20,adr20_pct,tradable,rejection_reason,name,exchange
NVDA,218.29,127706235.0,28124099988.0,24933761125.0,2.56,True,,NVIDIA Corporation - Common Stock,NASDAQ
MU,975.26,26086040.0,25145727056.0,24887521186.0,4.09,True,,"Micron Technology, Inc. - Common Stock",NASDAQ
SNDK,1633.35,12508985.0,20163368178.0,17459464711.0,5.99,True,,Sandisk Corporation - Common Stock When-Issued,NASDAQ
TSLA,365.44,39539100.0,14113162754.0,12049321627.0,3.5,True,,"Tesla, Inc.  - Common Stock",NASDAQ
AAPL,332.27,42530425.0,13497458155.0,12514616747.0,2.29,True,,Apple Inc. - Common Stock,NASDAQ
SPCX,151.21,79953730.0,11473709246.0,10746640087.0,4.58,True,,Space Exploration Technologies Corp. - Class A Common Stock,NASDAQ
META,648.03,17894880.0,10573087864.0,9536838744.0,3.0,True,,"Meta Platforms, Inc. - Class A Common Stock",NASDAQ
AVGO,361.99,25744245.0,9444194905.0,8026585311.0,2.66,True,,Broadcom Inc. - Common Stock,NASDAQ
AMD,516.13,18016740.0,8743034099.0,7948841462.0,3.51,True,,"Advanced Micro Devices, Inc. - Common Stock",NASDAQ
INTC,102.94,91699110.0,8732039567.0,8697596675.0,4.21,True,,Intel Corporation - Common Stock,NASDAQ
MRVL,236.1,24172525.0,5525116017.0,4777908743.0,5.25,True,,"Marvell Technology, Inc. - Common Stock",NASDAQ
MRNA,143.97,34206580.0,5164794097.0,2552054061.0,9.72,True,,"Moderna, Inc. - Common Stock",NASDAQ
PLTR,167.23,28623505.0,5043948979.0,4758662145.0,3.85,True,,Palantir Technologies Inc. - Class A Common Stock,NASDAQ
DELL,567.29,8827255.0,4319571373.0,2794750016.0,5.93,True,,Dell Technologies Inc. Class C Common Stock ,NYSE
NBIS,224.55,18058275.0,4152593870.0,3198222072.0,6.07,True,,Nebius Group N.V. - Class A Ordinary Shares,NASDAQ
ORCL,150.28,26681025.0,4017781663.0,3245058739.0,4.21,True,,Oracle Corporation Common Stock,NYSE
TSM,433.24,9254790.0,3907730862.0,3648215712.0,2.02,True,,Taiwan Semiconductor Manufacturing Company Ltd.,NYSE
CRM,247.72,16486390.0,3901432381.0,2835074616.0,3.81,True,,"Salesforce, Inc. Common Stock",NYSE
LITE,927.03,4159880.0,3778171352.0,3490517182.0,6.76,True,,Lumentum Holdings Inc. - Common Stock,NASDAQ
MSTR,130.97,28570205.0,3520096954.0,3002326494.0,6.27,True,,Strategy Inc - Class A Common Stock,NASDAQ
AMAT,456.49,6687965.0,3208665354.0,2919404748.0,3.22,True,,"Applied Materials, Inc. - Common Stock",NASDAQ
STX,830.17,3583270.0,3097884868.0,2772253121.0,5.29,True,,Seagate Technology Holdings PLC - Ordinary Shares (Ireland),NASDAQ
BE,275.75,12981225.0,3010703020.0,2714360736.0,6.72,True,,Bloom Energy Corporation Class A Common Stock,NYSE
LLY,1115.7,2465370.0,2928810730.0,2857622826.0,2.5,True,,Eli Lilly and Company Common Stock,NYSE
WDC,447.18,6088675.0,2867340170.0,2495779718.0,5.4,True,,Western Digital Corporation - Common Stock,NASDAQ
HOOD,112.57,22142715.0,2411043582.0,2183422990.0,5.61,True,,"Robinhood Markets, Inc. - Class A Common Stock",NASDAQ
LRCX,298.22,7608900.0,2362628289.0,2413326216.0,3.8,True,,Lam Research Corporation - Common Stock,NASDAQ
NOW,132.53,16706035.0,2235239586.0,1979945210.0,4.2,True,,"ServiceNow, Inc. Common Stock",NYSE
CRWD,206.74,10383730.0,2180604205.0,1690114675.0,5.35,True,,"CrowdStrike Holdings, Inc. - Class A Common Stock",NASDAQ
NFLX,77.4,27139020.0,2154103432.0,2130231127.0,2.57,True,,"Netflix, Inc. - Common Stock",NASDAQ
PANW,330.65,6059610.0,2139146952.0,1890023727.0,4.62,True,,"Palo Alto Networks, Inc. - Common Stock",NASDAQ
CRWV,88.99,22916395.0,2109585814.0,1706901385.0,5.63,True,,"CoreWeave, Inc. - Class A Common Stock",NASDAQ
ASML,1698.3,1117120.0,1941570880.0,1826254781.0,2.14,True,,ASML Holding N.V. - New York Registry Shares,NASDAQ
CAT,818.57,2346830.0,1915512088.0,1884554671.0,2.56,True,,"Caterpillar, Inc. Common Stock",NYSE
GEV,957.27,1992595.0,1903388982.0,1752386205.0,3.62,True,,GE Vernova Inc. Common Stock,NYSE
UNH,379.09,4721410.0,1858379699.0,1799249729.0,2.35,True,,UnitedHealth Group Incorporated Common Stock (DE),NYSE
QCOM,181.97,10948215.0,1833094441.0,1566419782.0,3.44,True,,QUALCOMM Incorporated - Common Stock,NASDAQ
COHR,305.37,6168245.0,1827042220.0,1569014845.0,6.09,True,,Coherent Corp. Common Stock,NYSE
GS,1029.18,1771150.0,1820720432.0,1744998339.0,2.11,True,,"Goldman Sachs Group, Inc. (The) Common Stock",NYSE
SNOW,328.99,5321405.0,1763797119.0,1290664399.0,3.99,True,,Snowflake Inc. Common Stock,NYSE
IREN,43.83,42527135.0,1761953915.0,1711222184.0,6.65,True,,IREN Limited - Ordinary Shares,NASDAQ
COIN,175.26,9867550.0,1743636782.0,1500190864.0,5.42,True,,"Coinbase Global, Inc. - Class A Common Stock",NASDAQ
KLAC,180.64,9065845.0,1670339942.0,1651657973.0,3.74,True,,KLA Corporation  - Common Stock,NASDAQ
MRK,143.93,11082420.0,1647947393.0,1340487548.0,2.38,True,,"Merck & Company, Inc. Common Stock (new)",NYSE
CBRS,191.93,7763560.0,1586607508.0,1255029049.0,6.85,True,,Cerebras Systems Inc. - Class A Common Stock,NASDAQ
SMCI,40.1,40169170.0,1527764881.0,1381406677.0,5.41,True,,"Super Micro Computer, Inc. - Common Stock",NASDAQ
TXN,268.7,5426590.0,1431096769.0,1435010331.0,2.73,True,,Texas Instruments Incorporated - Common Stock,NASDAQ
APP,323.96,4552230.0,1420031615.0,1372142932.0,4.12,True,,Applovin Corporation - Class A Common Stock,NASDAQ
CRDO,162.95,7163590.0,1391308321.0,1061005029.0,6.2,True,,Credo Technology Group Holding Ltd - Ordinary Shares,NASDAQ
INTU,321.57,4004495.0,1386342750.0,1187679604.0,3.97,True,,Intuit Inc. - Common Stock,NASDAQ
GLW,166.4,8709160.0,1352016007.0,1349190342.0,4.22,True,,Corning Incorporated Common Stock,NYSE
CRCL,90.6,15031780.0,1342357239.0,1316318723.0,6.79,True,,"Circle Internet Group, Inc. Class A Common Stock",NYSE
ADI,378.78,3627770.0,1337475500.0,1240633969.0,2.59,True,,"Analog Devices, Inc. - Common Stock",NASDAQ
ADBE,252.23,4953770.0,1332406053.0,1137122930.0,3.34,True,,Adobe Inc. - Common Stock,NASDAQ
HPE,62.09,23449635.0,1283085824.0,965543272.0,5.48,True,,Hewlett Packard Enterprise Company Common Stock,NYSE
UBER,71.67,16972425.0,1281641944.0,1139559346.0,3.35,True,,"Uber Technologies, Inc. Common Stock",NYSE
GE,323.66,3691560.0,1273734645.0,1094213395.0,2.3,True,,GE Aerospace Common Stock,NYSE
VRT,257.06,4776635.0,1264611454.0,1075798553.0,4.72,True,,"Vertiv Holdings, LLC Class A Common Stock",NYSE
RDDT,157.77,7189670.0,1150562072.0,701339526.0,5.01,True,,"Reddit, Inc. Class A Common Stock",NYSE
NU,14.62,75958795.0,1129530886.0,1137960808.0,4.28,True,,Nu Holdings Ltd. Class A Ordinary Shares,NYSE
BKNG,173.92,5781600.0,1129522033.0,1040121440.0,3.15,True,,Booking Holdings Inc. - Common Stock,NASDAQ
IBM,243.29,4806425.0,1126768901.0,1080088932.0,2.48,True,,International Business Machines Corporation Common Stock,NYSE
RKLB,62.95,16460805.0,1120764141.0,1082724892.0,4.48,True,,Rocket Lab Corporation - Common Stock,NASDAQ
NKE,36.8,28931780.0,1118205293.0,1024957073.0,2.24,True,,"Nike, Inc. Common Stock",NYSE
C,138.82,8236985.0,1110368951.0,1004773115.0,2.04,True,,"Citigroup, Inc. Common Stock",NYSE
FCX,71.07,14869380.0,1104171041.0,1107839131.0,3.56,True,,"Freeport-McMoRan, Inc. Common Stock",NYSE
SHOP,128.79,7640510.0,1082431826.0,950842985.0,3.72,True,,Shopify Inc. - Class A Subordinate Voting Shares,NASDAQ
BMNR,25.03,46041795.0,1081912127.0,1109656541.0,6.52,True,,"BitMine Immersion Technologies, Inc. Common Stock",NYSE
AMGN,377.35,2567990.0,1079025461.0,1010024532.0,2.12,True,,Amgen Inc. - Common Stock,NASDAQ
PATH,13.75,65069375.0,1057995463.0,1073511272.0,5.37,True,,"UiPath, Inc. Class A Common Stock",NYSE
AAOI,105.36,8582410.0,1039827767.0,715155369.0,7.54,True,,"Applied Optoelectronics, Inc. - Common Stock",NASDAQ
TMO,609.82,1676205.0,1028953970.0,981576647.0,2.39,True,,Thermo Fisher Scientific Inc Common Stock,NYSE
NEM,126.81,8038905.0,1020527468.0,969505564.0,2.9,True,,Newmont Corporation,NYSE
ALAB,291.22,3417145.0,1008099623.0,845588897.0,5.97,True,,"Astera Labs, Inc. - Common Stock",NASDAQ
BSX,42.98,20429730.0,978317789.0,894225255.0,3.53,True,,Boston Scientific Corporation Common Stock,NYSE
ANET,199.59,5019655.0,970833312.0,925060385.0,3.49,True,,"Arista Networks, Inc. Common Stock",NYSE
APH,83.92,11450035.0,922952214.0,901205770.0,2.88,True,,Amphenol Corporation Common Stock,NYSE
DE,675.74,1422445.0,922497006.0,779128618.0,2.93,True,,Deere & Company Common Stock,NYSE
HWM,229.61,3661600.0,921994760.0,730043038.0,3.17,True,,Howmet Aerospace Inc. Common Stock,NYSE
TER,379.72,2367010.0,888618985.0,853547321.0,4.6,True,,"Teradyne, Inc. - Common Stock",NASDAQ
NET,306.53,2989180.0,884364931.0,859463887.0,5.06,True,,"Cloudflare, Inc. Class A Common Stock",NYSE
MPC,395.93,2367480.0,882857719.0,816757297.0,2.7,True,,Marathon Petroleum Corporation Common Stock,NYSE
VLO,390.42,2435045.0,881686810.0,784944634.0,2.74,True,,Valero Energy Corporation Common Stock,NYSE
ABT,101.95,7951415.0,878972706.0,847878514.0,2.23,True,,Abbott Laboratories Common Stock,NYSE
ACN,183.9,4785330.0,875280828.0,876598339.0,3.27,True,,Accenture plc Class A Ordinary Shares (Ireland),NYSE
DASH,201.95,3972620.0,873435197.0,861848800.0,3.48,True,,"DoorDash, Inc. - Common Stock",NASDAQ
SYK,275.56,2816890.0,868498593.0,740277191.0,3.25,True,,Stryker Corporation Common Stock,NYSE
DDOG,221.21,3757965.0,859704511.0,907736636.0,4.57,True,,"Datadog, Inc. - Class A Common Stock",NASDAQ
CIEN,349.54,2330235.0,851589773.0,703502536.0,5.79,True,,Ciena Corporation Common Stock,NYSE
ABNB,170.19,4612425.0,841672927.0,813333365.0,2.62,True,,"Airbnb, Inc. - Class A Common Stock",NASDAQ
ISRG,369.15,2258190.0,841321384.0,763341193.0,3.0,True,,"Intuitive Surgical, Inc. - Common Stock",NASDAQ
SPOT,525.75,1572925.0,838644240.0,761863228.0,3.4,True,,Spotify Technology S.A. Ordinary Shares,NYSE
AAL,13.01,61753875.0,834783965.0,823707443.0,2.46,True,,"American Airlines Group, Inc. - Common Stock",NASDAQ
PM,191.06,4364820.0,824234786.0,822736941.0,2.19,True,,Philip Morris International Inc Common Stock,NYSE
MS,214.38,3836915.0,822743423.0,821148313.0,2.04,True,,Morgan Stanley Common Stock,NYSE
DIS,106.55,7593735.0,813170708.0,783591603.0,2.01,True,,Walt Disney Company (The) Common Stock,NYSE
PCG,13.8,53303015.0,800859619.0,531176806.0,4.69,True,,Pacific Gas & Electric Co. Common Stock,NYSE
WDAY,185.7,4044925.0,793652938.0,648497543.0,3.98,True,,"Workday, Inc. - Class A Common Stock",NASDAQ
LULU,98.97,7209890.0,793511750.0,439069152.0,3.5,True,,lululemon athletica inc. - Common Stock,NASDAQ
SPGI,410.71,1841330.0,791857870.0,747669145.0,2.48,True,,S&P Global Inc. Common Stock,NYSE
MDB,362.21,1959450.0,788603331.0,679557331.0,4.49,True,,"MongoDB, Inc. - Class A Common Stock",NASDAQ
GILD,143.72,5268995.0,771518228.0,762602379.0,2.22,True,,"Gilead Sciences, Inc. - Common Stock",NASDAQ
SNPS,397.38,1835720.0,760635182.0,628514903.0,3.55,True,,"Synopsys, Inc. - Common Stock",NASDAQ
IONQ,36.75,18523610.0,754487689.0,653889142.0,5.66,True,,"IonQ, Inc. Common Stock",NYSE
DKS,135.03,5485870.0,749293790.0,447656583.0,4.72,True,,Dick's Sporting Goods Inc Common Stock,NYSE
CDNS,289.37,2396540.0,747314901.0,673669315.0,3.32,True,,"Cadence Design Systems, Inc. - Common Stock",NASDAQ
TGT,155.83,4590095.0,737724539.0,640724776.0,2.78,True,,Target Corporation Common Stock,NYSE
PYPL,53.72,12880645.0,733210551.0,623586413.0,2.8,True,,"PayPal Holdings, Inc. - Common Stock",NASDAQ
MDT,90.96,7947350.0,730877403.0,694569951.0,2.29,True,,Medtronic plc. Ordinary Shares,NYSE
SOFI,17.32,39974960.0,725947692.0,702507903.0,4.07,True,,"SoFi Technologies, Inc.  - Common Stock",NASDAQ
TMUS,182.33,3993125.0,723744929.0,724333100.0,2.23,True,,"T-Mobile US, Inc. - Common Stock",NASDAQ
ETN,425.37,1739890.0,722837194.0,732201056.0,2.79,True,,"Eaton Corporation, PLC Ordinary Shares",NYSE
CDE,20.58,34036335.0,706153660.0,706749616.0,4.47,True,,"Coeur Mining, Inc. Common Stock",NYSE
SLB,56.06,12523870.0,703127508.0,549946428.0,3.27,True,,SLB Limited Common Shares,NYSE
TEAM,179.7,3923565.0,698142430.0,670452849.0,4.8,True,,Atlassian Corporation  - Class A Common Stock,NASDAQ
CEG,284.75,2466570.0,695437717.0,669563361.0,3.25,True,,Constellation Energy Corporation - Common Stock When-Issued,NASDAQ
NXPI,236.62,3060920.0,693400390.0,667455547.0,2.53,True,,NXP Semiconductors N.V. - Common Stock,NASDAQ
CLS,346.55,2212830.0,692494554.0,639294877.0,5.03,True,,"Celestica, Inc. Common Stock",NYSE
PSX,259.47,2742295.0,677993788.0,660027900.0,2.63,True,,Phillips 66 Common Stock,NYSE
COF,208.3,3117620.0,673780661.0,666777198.0,2.11,True,,Capital One Financial Corporation Common Stock,NYSE
DHR,200.14,3193575.0,670545889.0,611890700.0,2.55,True,,Danaher Corporation Common Stock,NYSE
PWR,650.58,1033020.0,661522098.0,608399691.0,3.57,True,,"Quanta Services, Inc. Common Stock",NYSE
LOW,196.82,3167335.0,660882875.0,635183127.0,2.15,True,,"Lowe's Companies, Inc. Common Stock",NYSE
HL,19.78,32617730.0,654238449.0,607060383.0,4.62,True,,Hecla Mining Company Common Stock,NYSE
FTNT,156.07,4067470.0,647670931.0,572856287.0,4.02,True,,"Fortinet, Inc. - Common Stock",NASDAQ
OKTA,166.5,4066425.0,644738874.0,453685176.0,5.09,True,,"Okta, Inc. - Class A Common Stock",NASDAQ
AXTI,64.77,9138585.0,643054806.0,526020272.0,9.53,True,,AXT Inc - Common Stock,NASDAQ
AEM,200.36,3107895.0,638173635.0,579083105.0,3.45,True,,Agnico Eagle Mines Limited Common Stock,NYSE
ROST,230.74,2733780.0,637506243.0,559972721.0,2.4,True,,"Ross Stores, Inc. - Common Stock",NASDAQ
F,13.97,43575655.0,612079134.0,580822985.0,2.93,True,,Ford Motor Company Common Stock,NYSE
SBUX,98.74,5759965.0,605173439.0,603068387.0,2.23,True,,Starbucks Corporation - Common Stock,NASDAQ
VST,148.38,4198845.0,600159915.0,591059123.0,3.14,True,,Vistra Corp. Common Stock,NYSE
ASTS,59.86,9421030.0,596168703.0,534178390.0,5.65,True,,"AST SpaceMobile, Inc. - Class A Common Stock",NASDAQ
MCHP,74.2,7965595.0,594758712.0,568433203.0,2.83,True,,Microchip Technology Incorporated - Common Stock,NASDAQ
LMT,524.19,1069895.0,592730494.0,579222858.0,2.24,True,,Lockheed Martin Corporation Common Stock,NYSE
TTWO,215.47,2565005.0,581074183.0,536793028.0,3.48,True,,"Take-Two Interactive Software, Inc. - Common Stock",NASDAQ
CVS,94.66,6116135.0,580734690.0,553146982.0,2.19,True,,CVS Health Corporation Common Stock,NYSE
CMCSA,25.2,21984090.0,576365996.0,548761147.0,2.37,True,,Comcast Corporation - Class A Common Stock,NASDAQ
CIFR,16.85,34781875.0,574658961.0,588934933.0,8.55,True,,Cipher Digital Inc. - Common Stock,NASDAQ
HONA,158.26,3559280.0,571447183.0,506738141.0,3.53,True,,Honeywell Aerospace Inc. - Common Stock,NASDAQ
ON,76.14,7648440.0,569158617.0,532510034.0,3.43,True,,ON Semiconductor Corporation - Common Stock,NASDAQ
SUNB,72.68,7738210.0,555447970.0,302316349.0,3.99,True,,"Sunbelt Rentals Holdings, Inc. Common Stock",NYSE
MARA,11.98,50348170.0,552354944.0,504400420.0,7.56,True,,"MARA Holdings, Inc. - Common Stock",NASDAQ
VRTX,515.44,1023105.0,550428917.0,489907077.0,2.14,True,,Vertex Pharmaceuticals Incorporated - Common Stock,NASDAQ
WMB,72.85,7500550.0,549997838.0,511574242.0,2.9,True,,"Williams Companies, Inc. (The) Common Stock",NYSE
LNG,278.34,1947995.0,549539661.0,415673241.0,2.32,True,,"Cheniere Energy, Inc. Common Stock",NYSE
HCA,426.94,1321575.0,549109240.0,560267747.0,2.96,True,,"HCA Healthcare, Inc. Common Stock",NYSE
CVNA,69.16,7600245.0,544343948.0,446899717.0,4.48,True,,Carvana Co. Class A Common Stock,NYSE
KHC,24.6,21661460.0,538089930.0,440160973.0,2.34,True,,The Kraft Heinz Company - Common Stock,NASDAQ
ZS,164.54,3002825.0,526538793.0,417487368.0,4.62,True,,"Zscaler, Inc. - Common Stock",NASDAQ
TEM,59.01,7956970.0,512033383.0,373437521.0,7.04,True,,"Tempus AI, Inc. - Class A Common Stock",NASDAQ
ADSK,212.4,2120635.0,510731976.0,449550063.0,3.67,True,,"Autodesk, Inc. - Common Stock",NASDAQ
DVN,50.23,10555765.0,510596719.0,483547648.0,2.19,True,,Devon Energy Corporation Common Stock,NYSE
ONDS,7.23,62167870.0,508043846.0,498193503.0,5.49,True,,Ondas Inc - Common Stock,NASDAQ
SAP,206.36,2353935.0,503357940.0,519375399.0,2.14,True,,SAP  SE ADS,NYSE
EXPE,280.83,1622675.0,496853312.0,456280306.0,3.88,True,,"Expedia Group, Inc. - Common Stock",NASDAQ
NVO,43.07,10778270.0,495781657.0,460750042.0,2.06,True,,Novo Nordisk A/S Common Stock,NYSE
GM,85.62,5724605.0,491114703.0,463741606.0,2.46,True,,General Motors Company Common Stock,NYSE
SMTC,167.24,3478610.0,488164427.0,400948833.0,7.27,True,,Semtech Corporation - Common Stock,NASDAQ
RCL,260.14,1756735.0,487186234.0,469510695.0,2.41,True,,Royal Caribbean Cruises Ltd. Common Stock,NYSE
BURL,239.04,1712840.0,485543979.0,438931102.0,4.0,True,,"Burlington Stores, Inc. Common Stock",NYSE
HPQ,35.48,15669610.0,482219098.0,448935635.0,4.63,True,,HP Inc. Common Stock,NYSE
WULF,16.74,29574605.0,477655995.0,450384554.0,6.79,True,,TeraWulf Inc. - Common Stock,NASDAQ
CMG,36.2,13103805.0,476491196.0,446516905.0,2.96,True,,"Chipotle Mexican Grill, Inc. Common Stock",NYSE
NTAP,199.28,2482545.0,472320112.0,427823967.0,4.31,True,,"NetApp, Inc. - Common Stock",NASDAQ
VEEV,262.4,1766025.0,470189688.0,362683711.0,3.17,True,,Veeva Systems Inc. Class A Common Stock,NYSE
CCL,22.75,19046960.0,469659945.0,439670565.0,2.61,True,,Carnival Corporation Ltd. Common Shares,NYSE
FDX,311.99,1442825.0,468776314.0,432733645.0,2.3,True,,FedEx Corporation Common Stock,NYSE
FN,414.58,1033655.0,465072877.0,349437016.0,4.42,True,,Fabrinet Ordinary Shares,NYSE
B,43.68,10306535.0,464988709.0,403820129.0,2.88,True,,Barrick Mining Corporation Common Shares,NYSE
EBAY,107.75,4457615.0,463651788.0,408895600.0,2.87,True,,eBay Inc. - Common Stock,NASDAQ
TPR,118.49,3667320.0,458015678.0,440137964.0,2.89,True,,"Tapestry, Inc. Common Stock",NYSE
KEYS,338.64,1396340.0,457687262.0,353172718.0,3.06,True,,Keysight Technologies Inc. Common Stock,NYSE
SWKS,88.35,6298640.0,453895505.0,356875003.0,4.98,True,,"Skyworks Solutions, Inc. - Common Stock",NASDAQ
BX,128.51,3270215.0,452405288.0,448298046.0,2.69,True,,Blackstone Inc. Common Stock,NYSE
MNST,43.4,9676180.0,443849208.0,419016590.0,2.03,True,,Monster Beverage Corporation - Common Stock,NASDAQ
PBR,21.2,22859760.0,443004636.0,409896808.0,2.6,True,,Petroleo Brasileiro S.A. Petrobras ADS,NYSE
CHTR,145.77,2944115.0,438893827.0,350748364.0,5.06,True,,"Charter Communications, Inc. - Class A Common Stock",NASDAQ
LHX,245.54,1644675.0,433408756.0,414045374.0,2.07,True,,"L3Harris Technologies, Inc. Common Stock",NYSE
AON,302.69,1324270.0,433234263.0,290762985.0,2.64,True,,Aon plc Class A Ordinary Shares (Ireland),NYSE
JCI,146.01,2949325.0,425408000.0,411475584.0,2.11,True,,Johnson Controls International plc Ordinary Share,NYSE
OXY,61.46,7075475.0,424367092.0,404132184.0,2.0,True,,Occidental Petroleum Corporation Common Stock,NYSE
AFRM,71.44,5657465.0,423113954.0,267038166.0,4.97,True,,"Affirm Holdings, Inc. - Class A Common Stock",NASDAQ
ALNY,248.68,1717865.0,420871796.0,392008399.0,4.23,True,,"Alnylam Pharmaceuticals, Inc. - Common Stock",NASDAQ
HUT,98.6,4874750.0,420072077.0,385723285.0,8.07,True,,Hut 8 Corp. - Common Stock,NASDAQ
U,43.96,9464360.0,417468341.0,435070492.0,3.75,True,,Unity Software Inc. Common Stock,NYSE
TEL,211.96,2020295.0,415638162.0,373969528.0,2.53,True,,TE Connectivity plc Ordinary Shares,NYSE
TWLO,227.35,1801610.0,414895317.0,385806347.0,4.18,True,,Twilio Inc. Class A Common Stock,NYSE
BKR,59.06,6615810.0,414857350.0,379556521.0,2.87,True,,Baker Hughes Company - Common Stock,NASDAQ
EIX,56.0,6739315.0,411978475.0,277915779.0,4.43,True,,Edison International Common Stock,NYSE
DAL,79.91,5071125.0,411537854.0,404902117.0,2.35,True,,"Delta Air Lines, Inc. Common Stock",NYSE
APLD,26.42,15052620.0,410939267.0,406953361.0,5.77,True,,Applied Digital Corporation - Common Stock,NASDAQ
EOG,147.36,2777220.0,408759151.0,384109669.0,2.02,True,,"EOG Resources, Inc. Common Stock",NYSE
CRH,88.55,4367500.0,407478208.0,383658851.0,2.43,True,,CRH PLC Ordinary Shares,NYSE
KKR,101.08,3767485.0,405714557.0,413454858.0,2.96,True,,KKR & Co. Inc. Common Stock,NYSE
FSLR,209.03,1927775.0,404440700.0,359533600.0,3.71,True,,"First Solar, Inc. - Common Stock",NASDAQ
ELV,418.72,1001010.0,402331845.0,386698678.0,2.33,True,,"Elevance Health, Inc. Common Stock",NYSE
RBLX,45.5,9932675.0,400897024.0,375937054.0,4.43,True,,Roblox Corporation Class A Common Stock,NYSE
OKLO,36.22,9732465.0,399688301.0,329168110.0,5.85,True,,Oklo Inc. Class A common stock,NYSE
STM,51.51,7732325.0,395560696.0,377333321.0,2.47,True,,STMicroelectronics N.V. Common Stock,NYSE
EL,97.12,3973940.0,393771846.0,322768333.0,3.23,True,,"Estee Lauder Companies, Inc. (The) Common Stock",NYSE
CTVA,83.9,4697195.0,393449845.0,366312825.0,2.65,True,,"Corteva, Inc. Common Stock ",NYSE
VIK,85.01,4359550.0,392021016.0,364562913.0,3.72,True,,Viking Holdings Ltd Ordinary Shares,NYSE
NVT,162.38,2509585.0,389569980.0,309191970.0,4.01,True,,nVent Electric plc Ordinary Shares ,NYSE
HAL,35.84,10851560.0,387317302.0,352133095.0,2.96,True,,Halliburton Company Common Stock,NYSE
ATI,198.77,1842730.0,384843613.0,281754062.0,3.4,True,,ATI Inc. Common Stock,NYSE
ILMN,206.45,1803605.0,383828814.0,384732058.0,4.12,True,,"Illumina, Inc. - Common Stock",NASDAQ
FIG,23.2,14679855.0,381738445.0,361345956.0,5.59,True,,"Figma, Inc. Class A Common Stock",NYSE
FANG,204.97,1864970.0,379656096.0,366359017.0,2.51,True,,"Diamondback Energy, Inc. - Common Stock",NASDAQ
COR,321.57,1162470.0,375999225.0,365869479.0,2.03,True,,"Cencora, Inc. Common Stock",NYSE
DLR,188.58,1965435.0,372817740.0,313292015.0,2.55,True,,"Digital Realty Trust, Inc. Common Stock",NYSE
UAL,109.82,3328775.0,372616212.0,336321494.0,2.69,True,,"United Airlines Holdings, Inc. - Common Stock",NASDAQ
NTRA,328.93,1144170.0,372503387.0,361609698.0,3.06,True,,"Natera, Inc. - Common Stock",NASDAQ
RVMD,203.77,1748670.0,369259195.0,334565671.0,3.82,True,,"Revolution Medicines, Inc. - Common Stock",NASDAQ
MTZ,240.41,1430495.0,364543019.0,369891475.0,4.6,True,,"MasTec, Inc. Common Stock",NYSE
A,146.93,2375100.0,362022133.0,391249293.0,2.77,True,,"Agilent Technologies, Inc. Common Stock",NYSE
WPM,154.12,2362460.0,358336904.0,332662984.0,3.24,True,,Wheaton Precious Metals Corp Common Shares (Canada),NYSE
BBY,90.8,4165070.0,358307586.0,300779408.0,3.71,True,,"Best Buy Co., Inc. Common Stock",NYSE
KR,58.49,6233365.0,358176548.0,332157605.0,2.25,True,,Kroger Company (The) Common Stock,NYSE
TRGP,290.25,1214310.0,356273157.0,315418858.0,2.57,True,,"Targa Resources, Inc. Common Stock",NYSE
KMI,30.86,11208415.0,355483919.0,360163936.0,2.5,True,,"Kinder Morgan, Inc. Common Stock",NYSE
NUE,259.43,1399830.0,354205455.0,293343550.0,3.43,True,,Nucor Corporation Common Stock,NYSE
AMT,177.85,2019525.0,354020873.0,344459553.0,2.08,True,,American Tower Corporation (REIT) Common Stock,NYSE
ZTS,72.97,4687805.0,353306980.0,357744209.0,2.66,True,,Zoetis Inc. Class A Common Stock,NYSE
MKSI,267.31,1299725.0,352764090.0,346189189.0,3.74,True,,MKS Inc. - Common Stock,NASDAQ
CPRT,29.95,10867565.0,351159552.0,301690972.0,3.77,True,,"Copart, Inc. - Common Stock",NASDAQ
FOXA,65.94,5202245.0,350375619.0,339451799.0,2.51,True,,Fox Corporation - Class A Common Stock,NASDAQ
CTSH,60.0,5679990.0,348252859.0,347755469.0,3.17,True,,Cognizant Technology Solutions Corporation - Class A Common Stock,NASDAQ
SMR,8.61,36597645.0,346690443.0,312372007.0,7.09,True,,NuScale Power Corporation Class A Common Stock,NYSE
RBRK,86.65,3605670.0,344386481.0,279528013.0,5.72,True,,"Rubrik, Inc. Class A Common Stock",NYSE
CAH,234.57,1445705.0,342720292.0,339122986.0,2.04,True,,"Cardinal Health, Inc. Common Stock",NYSE
IBKR,91.37,3676145.0,341923503.0,303562393.0,3.03,True,,"Interactive Brokers Group, Inc. - Class A Common Stock",NASDAQ
CF,133.07,2622000.0,341357960.0,308958913.0,3.67,True,,"CF Industries Holdings, Inc. Common Stock",NYSE
CNQ,50.07,6832900.0,340919872.0,324626269.0,2.11,True,,Canadian Natural Resources Limited Common Stock,NYSE
RIVN,16.03,21385125.0,340766776.0,295473735.0,3.94,True,,"Rivian Automotive, Inc. - Class A Common Stock",NASDAQ
EQT,54.07,6260290.0,340540469.0,338046861.0,2.53,True,,EQT Corporation Common Stock,NYSE
ANF,145.23,2446175.0,340269849.0,220709229.0,4.89,True,,Abercrombie & Fitch Company Common Stock,NYSE
APO,128.98,2557250.0,339705803.0,298421904.0,2.66,True,,"Apollo Global Management, Inc. (New) Common Stock",NYSE
AJG,240.32,1313885.0,339686810.0,313004264.0,2.66,True,,Arthur J. Gallagher & Co. Common Stock,NYSE
